pl_name,A AÑOS LUZ DE LA TIERRA,Valor_masa_multiplicador,MAGNITUD ESTELAR,mj_mt,FECHA DE DESCUBRIMIENTO,Tipo_planeta
TOI-257 b,251,0.138,7.57,317.83,2021,Gigante gaseoso
TOI-481 b,585,1.53,9.972,317.83,2020,Gigante gaseoso
TOI-519 b,377,14,17.35,317.83,2021,Gigante gaseoso
TOI-532 b,441,0.1935,14.413,317.83,2021,Gigante gaseoso
TOI-564 b,651,1.463,11.097,317.83,2020,Gigante gaseoso
TOI-628 b,583,6.33,10.112,317.83,2021,Gigante gaseoso
TOI-640 b,1116,0.88,10.51,317.83,2021,Gigante gaseoso
TOI-677 b,463,1.236,9.822,317.83,2020,Gigante gaseoso
TOI-837 b,465,1.2,10.635,317.83,2020,Gigante gaseoso
TOI-849 b,736,39.09,11.981,317.83,2020,Gigante gaseoso
TOI-892 b,1111,0.95,11.43,317.83,2020,Gigante gaseoso
TOI-905 b,518,0.667,11.08,317.83,2020,Gigante gaseoso
TOI-954 b,779,0.174,10.343,317.83,2020,Gigante gaseoso
TrES-1 b,521,0.84,11.424,317.83,2004,Gigante gaseoso
TrES-2 b,702,1.49,11.254,317.83,2006,Gigante gaseoso
TrES-3 b,755,1.91,12.362,317.83,2007,Gigante gaseoso
TrES-4 b,1683,0.78,11.932,317.83,2007,Gigante gaseoso
TrES-5 b,1175,1.79,13.677,317.83,2011,Gigante gaseoso
TYC 0434-04538-1 b,2001,6.1,10.247,317.83,2021,Gigante gaseoso
TYC 1422-614-1 b,2193,2.5,10.193,317.83,2014,Gigante gaseoso
TYC 1422-614-1 c,2193,10,10.193,317.83,2014,Gigante gaseoso
TYC 3317.83-01333-1 b,1600,3.42,9.901,317.83,2018,Gigante gaseoso
TYC 3667-1280-1 b,1558,5.4,9.856,317.83,2016,Gigante gaseoso
TYC 4282-00605-1 b,1514,10.78,10.465,317.83,2017,Gigante gaseoso
TYC 8998-760-1 b,309,14,11.124,317.83,2020,Gigante gaseoso
TYC 8998-760-1 c,309,6,11.124,317.83,2020,Gigante gaseoso
UKIRT-2017-BLG-001L b,20551,1.28,,317.83,2018,Gigante gaseoso
Upsilon Andromedae b,44,0.6876,409.565,317.83,1996,Gigante gaseoso
Upsilon Andromedae c,44,13.98,409.565,317.83,1999,Gigante gaseoso
Upsilon Andromedae d,44,10.25,409.565,317.83,1999,Gigante gaseoso
USco1556 b,459,15,15.36,317.83,2019,Gigante gaseoso
USco1621 b,450,16,15.543,317.83,2019,Gigante gaseoso
USco CTIO 108 b,470,14,174.229,317.83,2008,Gigante gaseoso
UZ Fornacis b,782,6.3,167.753,317.83,2011,Gigante gaseoso
UZ Fornacis c,782,7.7,167.753,317.83,2011,Gigante gaseoso
V0391 Pegasi b,3901,3.2,14.769,317.83,2007,Gigante gaseoso
V1298 Tauri b,353,0.236,10.115,317.83,2019,Gigante gaseoso
V1298 Tauri e,353,0.179,10.115,317.83,2019,Gigante gaseoso
V830 Tauri b,424,0.7,12.23,317.83,2016,Gigante gaseoso
VHS J125601.92-125723.9 b,41,11.2,17.73,317.83,2015,Gigante gaseoso
WASP-100 b,1189,1.26,10.798,317.83,2014,Gigante gaseoso
WASP-101 b,656,0.51,10.336,317.83,2014,Gigante gaseoso
WASP-103 b,1225,1.49,12.402,317.83,2014,Gigante gaseoso
WASP-104 b,607,1.272,11.779,317.83,2014,Gigante gaseoso
WASP-105 b,552,1.8,12.049,317.83,2017,Gigante gaseoso
WASP-106 b,1149,1.62,11.21,317.83,2014,Gigante gaseoso
WASP-107 c,211,0.36,11.592,317.83,2020,Gigante gaseoso
WASP-10 b,460,3.15,12.413,317.83,2008,Gigante gaseoso
WASP-110 b,897,0.51,12.762,317.83,2021,Gigante gaseoso
WASP-113 b,1419,0.475,11.761,317.83,2016,Gigante gaseoso
WASP-114 b,1707,1.769,12.685,317.83,2016,Gigante gaseoso
WASP-117 b,515,0.3,10.139,317.83,2014,Gigante gaseoso
WASP-118 b,1229,0.514,11.009,317.83,2016,Gigante gaseoso
WASP-119 b,987,1.23,12.314,317.83,2016,Gigante gaseoso
WASP-11 b,407,0.79,11.567,317.83,2008,Gigante gaseoso
WASP-120 b,1243,4.85,10.96,317.83,2016,Gigante gaseoso
WASP-121 b,880,1.183,10.514,317.83,2016,Gigante gaseoso
WASP-123 b,646,0.899,11.03,317.83,2016,Gigante gaseoso
WASP-124 b,1463,0.6,12.724,317.83,2016,Gigante gaseoso
WASP-126 b,706,0.28411,10.994,317.83,2016,Gigante gaseoso
WASP-126 c,706,0.20199,10.994,317.83,2019,Gigante gaseoso
WASP-127 b,520,0.1647,10.148,317.83,2016,Gigante gaseoso
WASP-129 b,983,1,12.179,317.83,2016,Gigante gaseoso
WASP-12 b,1394,1.465,11.569,317.83,2008,Gigante gaseoso
WASP-130 b,562,1.23,11.104,317.83,2016,Gigante gaseoso
WASP-131 b,653,0.27,10.068,317.83,2016,Gigante gaseoso
WASP-132 b,401,0.41,11.938,317.83,2016,Gigante gaseoso
WASP-133 b,1824,1.16,12.891,317.83,2016,Gigante gaseoso
WASP-135 b,973,1.9,1.317.831,317.83,2015,Gigante gaseoso
WASP-136 b,899,1.51,9.974,317.83,2016,Gigante gaseoso
WASP-138 b,1351,1.22,11.796,317.83,2016,Gigante gaseoso
WASP-13 b,742,0.36,10.424,317.83,2009,Gigante gaseoso
WASP-140 b,384,2.44,11.118,317.83,2016,Gigante gaseoso
WASP-141 b,1685,2.69,12.65,317.83,2016,Gigante gaseoso
WASP-142 b,2384,0.84,12.871,317.83,2016,Gigante gaseoso
WASP-144 b,1160,0.44,13.085,317.83,2018,Gigante gaseoso
WASP-145 A b,298,0.89,11.636,317.83,2018,Gigante gaseoso
WASP-147 b,1423,0.275,12.681,317.83,2018,Gigante gaseoso
WASP-148 b,804,0.291,12.036,317.83,2020,Gigante gaseoso
WASP-148 c,804,0.4,12.036,317.83,2020,Gigante gaseoso
WASP-14 b,528,8.84,9.745,317.83,2008,Gigante gaseoso
WASP-150 b,1722,8.46,12.026,317.83,2020,Gigante gaseoso
WASP-151 b,1478,0.31,12.821,317.83,2017,Gigante gaseoso
WASP-153 b,1990,0.39,12.591,317.83,2017,Gigante gaseoso
WASP-156 b,398,0.128,11.559,317.83,2017,Gigante gaseoso
WASP-157 b,1090,0.574,12.397,317.83,2016,Gigante gaseoso
WASP-158 b,1713,2.79,12.044,317.83,2018,Gigante gaseoso
WASP-159 b,2334,0.55,12.836,317.83,2018,Gigante gaseoso
WASP-15 b,920,0.54,10.972,317.83,2009,Gigante gaseoso
WASP-160 B b,941,0.278,13.04,317.83,2018,Gigante gaseoso
WASP-161 b,1119,2.49,11.079,317.83,2018,Gigante gaseoso
WASP-162 b,1014,5.2,12.213,317.83,2018,Gigante gaseoso
WASP-163 b,853,1.87,12.663,317.83,2018,Gigante gaseoso
WASP-164 b,1068,2.13,12.603,317.83,2018,Gigante gaseoso
WASP-165 b,1964,0.658,12.816,317.83,2018,Gigante gaseoso
WASP-167 b,1382,8,10.517,317.83,2017,Gigante gaseoso
WASP-168 b,991,0.42,12.124,317.83,2018,Gigante gaseoso
WASP-169 b,2045,0.561,12.167,317.83,2019,Gigante gaseoso
WASP-16 b,633,1.24,11.288,317.83,2009,Gigante gaseoso
WASP-170 b,997,1.6,12.613,317.83,2018,Gigante gaseoso
WASP-171 b,2472,1.084,12.612,317.83,2019,Gigante gaseoso
WASP-172 b,1755,0.47,10.988,317.83,2018,Gigante gaseoso
WASP-173 A b,760,3.69,11.15,317.83,2018,Gigante gaseoso
WASP-174 b,1338,1.3,11.803,317.83,2018,Gigante gaseoso
WASP-175 b,1759,0.99,12.959,317.83,2019,Gigante gaseoso
WASP-176 b,1854,0.855,12.006,317.83,2020,Gigante gaseoso
WASP-177 b,577,0.508,12.312,317.83,2019,Gigante gaseoso
WASP-178 b,1395,1.66,9.946,317.83,2019,Gigante gaseoso
WASP-17 b,1324,0.78,11.588,317.83,2009,Gigante gaseoso
WASP-180 A b,828,0.9,10.655,317.83,2019,Gigante gaseoso
WASP-181 b,1427,0.299,12.924,317.83,2019,Gigante gaseoso
WASP-182 b,1069,0.148,11.98,317.83,2019,Gigante gaseoso
WASP-183 b,1061,0.502,13.081,317.83,2019,Gigante gaseoso
WASP-184 b,2163,0.57,12.771,317.83,2019,Gigante gaseoso
WASP-185 b,911,0.98,11.101,317.83,2019,Gigante gaseoso
WASP-186 b,909,4.22,10.81,317.83,2020,Gigante gaseoso
WASP-187 b,1212,0.8,10.295,317.83,2020,Gigante gaseoso
WASP-18 b,403,1.042,9.28,317.83,2009,Gigante gaseoso
WASP-18 c,403,0.17368,9.28,317.83,2019,Gigante gaseoso
WASP-190 b,1769,1,11.645,317.83,2019,Gigante gaseoso
WASP-192 b,1660,2.3,12.678,317.83,2019,Gigante gaseoso
WASP-19 b,875,1.069,12.248,317.83,2009,Gigante gaseoso
WASP-1 b,1282,0.854,11.308,317.83,2007,Gigante gaseoso
WASP-20 b,691,0.311,10.675,317.83,2015,Gigante gaseoso
WASP-21 b,843,0.3,11.59,317.83,2010,Gigante gaseoso
WASP-22 b,1036,0.67,11.99,317.83,2010,Gigante gaseoso
WASP-23 b,677,0.884,12.539,317.83,2010,Gigante gaseoso
WASP-24 b,1051,1.24,11.219,317.83,2010,Gigante gaseoso
WASP-25 b,690,0.44,11.875,317.83,2010,Gigante gaseoso
WASP-26 b,824,0.85,11.297,317.83,2010,Gigante gaseoso
WASP-28 b,1137,0.907,12.274,317.83,2014,Gigante gaseoso
WASP-29 b,286,0.23,11.331,317.83,2010,Gigante gaseoso
WASP-2 b,500,0.931,11.728,317.83,2007,Gigante gaseoso
WASP-31 b,1252,0.478,11.658,317.83,2010,Gigante gaseoso
WASP-32 b,900,2.63,11.257,317.83,2010,Gigante gaseoso
WASP-33 b,398,2.093,8.14,317.83,2010,Gigante gaseoso
WASP-34 b,431,0.56,10.285,317.83,2010,Gigante gaseoso
WASP-35 b,660,0.71,10.939,317.83,2011,Gigante gaseoso
WASP-36 b,1260,2.361,12.836,317.83,2011,Gigante gaseoso
WASP-37 b,1281,1.8,12.815,317.83,2010,Gigante gaseoso
WASP-38 b,444,3.44,9.391,317.83,2010,Gigante gaseoso
WASP-39 b,698,0.28,12.095,317.83,2011,Gigante gaseoso
WASP-3 b,754,2.43,10.632,317.83,2007,Gigante gaseoso
WASP-41 b,533,0.85,11.632,317.83,2012,Gigante gaseoso
WASP-41 c,533,3.18,11.632,317.83,2015,Gigante gaseoso
WASP-42 b,578,0.527,12.169,317.83,2012,Gigante gaseoso
WASP-43 b,283,1.78,12.305,317.83,2011,Gigante gaseoso
WASP-44 b,1189,0.87,13.096,317.83,2011,Gigante gaseoso
WASP-45 b,689,0.964,11.801,317.83,2011,Gigante gaseoso
WASP-46 b,1224,1.91,13.043,317.83,2011,Gigante gaseoso
WASP-47 b,864,114.243,11.936,317.83,2012,Gigante gaseoso
WASP-47 c,864,1.57,11.936,317.83,2015,Gigante gaseoso
WASP-48 b,1481,0.8,11.647,317.83,2011,Gigante gaseoso
WASP-49 b,635,0.37,11.352,317.83,2012,Gigante gaseoso
WASP-4 b,872,1.186,12.483,317.83,2007,Gigante gaseoso
WASP-50 b,603,14.688,11.44,317.83,2011,Gigante gaseoso
WASP-52 b,570,0.46,12.192,317.83,2012,Gigante gaseoso
WASP-53 b,657,2.132,12.591,317.83,2017,Gigante gaseoso
WASP-53 c,657,16.35,12.591,317.83,2017,Gigante gaseoso
WASP-54 b,820,0.59,10.413,317.83,2012,Gigante gaseoso
WASP-55 b,970,0.61,11.753,317.83,2012,Gigante gaseoso
WASP-56 b,1047,0.45,12.091,317.83,2012,Gigante gaseoso
WASP-57 b,1299,0.644,12.913,317.83,2012,Gigante gaseoso
WASP-58 b,947,0.97,11.652,317.83,2012,Gigante gaseoso
WASP-59 b,378,0.863,12.659,317.83,2012,Gigante gaseoso
WASP-5 b,1008,1.58,12.147,317.83,2008,Gigante gaseoso
WASP-60 b,1406,0.55,11.67,317.83,2012,Gigante gaseoso
WASP-61 b,1594,2.68,12.489,317.83,2012,Gigante gaseoso
WASP-62 b,573,0.52,10.213,317.83,2012,Gigante gaseoso
WASP-63 b,948,0.37,11.155,317.83,2012,Gigante gaseoso
WASP-64 b,1207,1.271,12.704,317.83,2012,Gigante gaseoso
WASP-65 b,893,1.55,11.869,317.83,2013,Gigante gaseoso
WASP-66 b,1632,2.35,11.605,317.83,2012,Gigante gaseoso
WASP-67 b,618,0.43,12.537,317.83,2012,Gigante gaseoso
WASP-68 b,739,1.08,10.674,317.83,2014,Gigante gaseoso
WASP-69 b,163,0.29,9.873,317.83,2014,Gigante gaseoso
WASP-6 b,643,0.37,11.907,317.83,2009,Gigante gaseoso
WASP-70 A b,725,0.59,10.786,317.83,2014,Gigante gaseoso
WASP-71 b,1183,1.39,10.56,317.83,2012,Gigante gaseoso
WASP-72 b,1418,2.3,10.868,317.83,2012,Gigante gaseoso
WASP-73 b,1033,2.86,10.468,317.83,2014,Gigante gaseoso
WASP-74 b,487,0.72,9.75,317.83,2015,Gigante gaseoso
WASP-75 b,959,1.07,11.591,317.83,2013,Gigante gaseoso
WASP-76 b,634,0.92,9.518,317.83,2016,Gigante gaseoso
WASP-77 A b,343,2.29,10.294,317.83,2012,Gigante gaseoso
WASP-78 b,2460,1.11,11.965,317.83,2012,Gigante gaseoso
WASP-79 b,805,0.85,10.044,317.83,2012,Gigante gaseoso
WASP-7 b,529,0.96,9.504,317.83,2008,Gigante gaseoso
WASP-80 b,162,0.538,11.841,317.83,2012,Gigante gaseoso
WASP-81 b,1300,0.729,12.469,317.83,2017,Gigante gaseoso
WASP-82 b,899,1.17,10.073,317.83,2015,Gigante gaseoso
WASP-83 b,884,0.3,12.312,317.83,2015,Gigante gaseoso
WASP-84 b,328,0.694,10.825,317.83,2014,Gigante gaseoso
WASP-85 A b,463,1.265,10.72,317.83,2016,Gigante gaseoso
WASP-87 b,973,2.18,10.727,317.83,2016,Gigante gaseoso
WASP-88 b,1708,0.42,11.388,317.83,2014,Gigante gaseoso
WASP-89 b,949,5.9,13.21,317.83,2015,Gigante gaseoso
WASP-8 b,293,2.54,9.789,317.83,2010,Gigante gaseoso
WASP-8 c,293,9.45,9.789,317.83,2013,Gigante gaseoso
WASP-90 b,1522,0.63,11.618,317.83,2016,Gigante gaseoso
WASP-91 b,489,1.34,11.98,317.83,2017,Gigante gaseoso
WASP-92 b,1879,0.805,12.951,317.83,2016,Gigante gaseoso
WASP-93 b,1208,1.47,10.966,317.83,2016,Gigante gaseoso
WASP-94 A b,689,0.5,10.051,317.83,2014,Gigante gaseoso
WASP-94 B b,681,0.618,10.589,317.83,2014,Gigante gaseoso
WASP-95 b,449,1.44,10.092,317.83,2014,Gigante gaseoso
WASP-96 b,1150,0.48,12.569,317.83,2014,Gigante gaseoso
WASP-97 b,493,1.36,10.57,317.83,2014,Gigante gaseoso
WASP-98 b,919,0.922,13.252,317.83,2014,Gigante gaseoso
WASP-99 b,518,2.43,9.475,317.83,2014,Gigante gaseoso
WD 0806-661 b,63,7.5,13.855,317.83,2011,Gigante gaseoso
WD 1856+534 b,81,13.8,17.244,317.83,2020,Gigante gaseoso
Wendelstein-1 b,996,0.592,15.564,317.83,2020,Gigante gaseoso
Wendelstein-2 b,1845,0.731,16.186,317.83,2020,Gigante gaseoso
WISEP J121756.91+162640.2 A b,33,22,,317.83,2012,Gigante gaseoso
WTS-1 b,7653,4.01,16.644,317.83,2012,Gigante gaseoso
WTS-2 b,3362,1.12,15.954,317.83,2014,Gigante gaseoso
Xi Aquilae b,183,2.8,470.964,317.83,2007,Gigante gaseoso
XO-1 b,534,0.83,11.251,317.83,2006,Gigante gaseoso
XO-2 N b,503,0.566,11.246,317.83,2007,Gigante gaseoso
XO-2 S b,494,0.26,11.196,317.83,2014,Gigante gaseoso
XO-2 S c,494,1.37,11.196,317.83,2014,Gigante gaseoso
XO-3 b,695,7.29,9.854,317.83,2007,Gigante gaseoso
XO-4 b,889,1.42,10.814,317.83,2008,Gigante gaseoso
XO-5 b,901,1.19,12.198,317.83,2008,Gigante gaseoso
XO-6 b,768,4.4,10.247,317.83,2016,Gigante gaseoso
XO-7 b,764,0.709,10.521,317.83,2019,Gigante gaseoso
YSES 2 b,357,6.3,10.885,317.83,2021,Gigante gaseoso
61 Virginis b,28,5.1,46.955,1,2009,Tipo Neptuno
61 Virginis c,28,18.2,46.955,1,2009,Tipo Neptuno
61 Virginis d,28,22.9,46.955,1,2009,Tipo Neptuno
AU Microscopii b,32,17,8.81,1,2020,Tipo Neptuno
AU Microscopii c,32,13.6,8.81,1,2021,Tipo Neptuno
BD-06 1339 b,66,8.5,9.7,1,2013,Tipo Neptuno
BD-08 2823 b,135,127.132,9.86,1,2009,Tipo Neptuno
BD-11 4672 c,89,15.37,10.03,1,2020,Tipo Neptuno
BD+20 594 b,585,222.481,10.849,1,2016,Tipo Neptuno
CoRoT-22 b,2046,12.2,13.82,1,2014,Tipo Neptuno
CoRoT-24 b,1930,5.7,15.383,1,2014,Tipo Neptuno
CoRoT-24 c,1930,28,15.383,1,2014,Tipo Neptuno
CoRoT-7 c,522,8.4,11.728,1,2009,Tipo Neptuno
DMPP-1 b,204,24.27,7.98,1,2019,Tipo Neptuno
DMPP-1 c,204,9.6,7.98,1,2019,Tipo Neptuno
DS Tucanae A b,144,1.3,8.17,317.83,2019,Tipo Neptuno
EPIC 211945201 b,593,27,10.154,1,2018,Tipo Neptuno
EPIC 212424622 b,1996,5.35,13.441,1,2019,Tipo Neptuno
EPIC 212737443 b,1097,7.2,14.81,1,2019,Tipo Neptuno
EPIC 212737443 c,1097,7.7,14.81,1,2019,Tipo Neptuno
EPIC 220674823 c,798,5.8,12.101,1,2016,Tipo Neptuno
EPIC 249893012 c,1048,14.67,11.429,1,2020,Tipo Neptuno
EPIC 249893012 d,1048,10.18,11.429,1,2020,Tipo Neptuno
GJ 1214 b,48,8.17,15.1,1,2009,Tipo Neptuno
GJ 1265 b,33,7.4,14.01,1,2018,Tipo Neptuno
GJ 143 b,53,22.7,8.08,1,2019,Tipo Neptuno
GJ 15 A c,12,36,8.09,1,2018,Tipo Neptuno
GJ 160.2 b,84,10.2,9.7,1,2014,Tipo Neptuno
GJ 163 b,49,10.6,11.79,1,2013,Tipo Neptuno
GJ 163 c,49,6.8,11.79,1,2013,Tipo Neptuno
GJ 163 d,49,29.4,11.79,1,2013,Tipo Neptuno
GJ 180 b,39,6.49,10.914,1,2014,Tipo Neptuno
GJ 180 c,39,6.4,10.914,1,2014,Tipo Neptuno
GJ 180 d,39,7.56,10.914,1,2020,Tipo Neptuno
GJ 2056 b,93,16.2,10.37,1,2020,Tipo Neptuno
GJ 229 A c,19,7.268,8.15,1,2020,Tipo Neptuno
GJ 229 b,19,8.478,8.15,1,2014,Tipo Neptuno
GJ 27.1 b,77,13,11.45,1,2014,Tipo Neptuno
GJ 3082 b,54,8.2,11.041,1,2020,Tipo Neptuno
GJ 3138 d,93,10.5,108.275,1,2017,Tipo Neptuno
GJ 3293 b,66,23.54,11.945,1,2015,Tipo Neptuno
GJ 3293 c,66,21.09,11.945,1,2015,Tipo Neptuno
GJ 3293 d,66,7.6,11.945,1,2017,Tipo Neptuno
GJ 3341 b,77,6.6,12.062,1,2015,Tipo Neptuno
GJ 338 B b,21,10.27,7.7,1,2020,Tipo Neptuno
GJ 3470 b,96,13.9,12.332,1,2012,Tipo Neptuno
GJ 3473 c,89,7.41,13.74,1,2020,Tipo Neptuno
GJ 357 d,31,6.1,10.91,1,2019,Tipo Neptuno
GJ 3634 b,66,8.4,11.938,1,2010,Tipo Neptuno
GJ 3779 b,45,8,13.04,1,2018,Tipo Neptuno
GJ 3942 b,55,7.14,10.166,1,2017,Tipo Neptuno
GJ 3998 c,59,6.26,10.844,1,2016,Tipo Neptuno
GJ 414 A b,39,7.6,8.31,1,2021,Tipo Neptuno
GJ 422 b,41,11.07,11.66,1,2014,Tipo Neptuno
GJ 4276 b,70,16.57,12.903,1,2019,Tipo Neptuno
GJ 433 b,30,6.043,9.81,1,2011,Tipo Neptuno
GJ 433 c,30,32.422,9.81,1,2014,Tipo Neptuno
GJ 433 d,30,5.223,9.81,1,2020,Tipo Neptuno
GJ 436 b,32,22.1,10.67,1,2004,Tipo Neptuno
GJ 480 b,46,13.2,11.49,1,2020,Tipo Neptuno
GJ 536 b,34,5.36,9.71,1,2016,Tipo Neptuno
GJ 581 b,21,15.8,10.57,1,2005,Tipo Neptuno
GJ 581 c,21,5.5,10.57,1,2007,Tipo Neptuno
GJ 667 C b,24,5.6,10.602,1,2011,Tipo Neptuno
GJ 674 b,15,11.09,9.38,1,2007,Tipo Neptuno
GJ 676 A e,52,8.1,9.58,1,2012,Tipo Neptuno
GJ 682 c,16,8.7,10.94,1,2014,Tipo Neptuno
GJ 685 b,47,9,9.98,1,2019,Tipo Neptuno
GJ 687 b,15,17.2,9.15,1,2014,Tipo Neptuno
GJ 687 c,15,16,9.15,1,2020,Tipo Neptuno
GJ 720 A b,51,13.64,9.84,1,2021,Tipo Neptuno
GJ 832 c,16,5.4,8.66,1,2014,Tipo Neptuno
GJ 876 d,15,6.83,10.16,1,2005,Tipo Neptuno
GJ 876 e,15,14.6,10.16,1,2010,Tipo Neptuno
GJ 887 c,11,7.6,7.56,1,2020,Tipo Neptuno
GJ 9066 b,15,30.9,12.71,1,2020,Tipo Neptuno
GJ 96 b,39,19.66,9.4,1,2018,Tipo Neptuno
GJ 9827 d,97,4.04,10.37,1,2017,Tipo Neptuno
Gl 378 b,49,13.02,10.03,1,2019,Tipo Neptuno
Gl 49 b,32,5.63,9.56,1,2019,Tipo Neptuno
Gl 686 b,27,6.624,9.62,1,2018,Tipo Neptuno
HAT-P-11 b,123,2.669,9.46,1,2008,Tipo Neptuno
HAT-P-26 b,463,222.481,11.757,1,2010,Tipo Neptuno
HATS-37 A b,691,3.146,12.341,1,2020,Tipo Neptuno
HATS-38 b,1121,2.351,11.967,1,2020,Tipo Neptuno
HD 10180 c,127,13.1,7.33,1,2010,Tipo Neptuno
HD 10180 d,127,11.75,7.33,1,2010,Tipo Neptuno
HD 10180 e,127,25.1,7.33,1,2010,Tipo Neptuno
HD 10180 f,127,23.9,7.33,1,2010,Tipo Neptuno
HD 10180 g,127,21.4,7.33,1,2010,Tipo Neptuno
HD 102365 b,30,16,4.89,1,2010,Tipo Neptuno
HD 103197 b,186,286.047,9.4,1,2009,Tipo Neptuno
HD 103949 b,86,11.2,8.7,1,2019,Tipo Neptuno
HD 106315 c,357,15.2,8.951,1,2017,Tipo Neptuno
HD 107148 c,161,1.989,8.01,1,2021,Tipo Neptuno
HD 108236 d,211,6.98,9.25,1,2020,Tipo Neptuno
HD 108236 e,211,9.71,9.25,1,2020,Tipo Neptuno
HD 109271 b,182,17.162,8.04,1,2013,Tipo Neptuno
HD 109271 c,182,24.154,8.04,1,2013,Tipo Neptuno
HD 110082 b,343,10.3,9.23,1,2021,Tipo Neptuno
HD 110113 b,347,4.55,10.09,1,2021,Tipo Neptuno
HD 110113 c,347,10.5,10.09,1,2021,Tipo Neptuno
HD 11964 c,109,25,641.525,1,2008,Tipo Neptuno
HD 125595 b,92,63.566,9.03,1,2009,Tipo Neptuno
HD 125612 c,188,1.748,8.31,1,2009,Tipo Neptuno
HD 134060 b,78,10.1,6.29,1,2019,Tipo Neptuno
HD 134060 c,78,29.29,6.29,1,2019,Tipo Neptuno
HD 136352 c,48,11.24,5.65,1,2019,Tipo Neptuno
HD 136352 d,48,8.82,5.65,1,2019,Tipo Neptuno
HD 13808 b,92,11.2,8.36,1,2021,Tipo Neptuno
HD 13808 c,92,9.96,8.36,1,2021,Tipo Neptuno
HD 141004 b,39,1.363,44.154,1,2021,Tipo Neptuno
HD 1461 b,77,6.44,647.933,1,2010,Tipo Neptuno
HD 1461 c,77,5.59,647.933,1,2015,Tipo Neptuno
HD 147379 b,35,28.55,8.61,1,2017,Tipo Neptuno
HD 152843 b,352,11.56,8.855,1,2021,Tipo Neptuno
HD 152843 c,352,27.5,8.855,1,2021,Tipo Neptuno
HD 156668 c,79,314.968,8.43,1,2021,Tipo Neptuno
HD 158259 c,88,5.6,647.915,1,2020,Tipo Neptuno
HD 158259 d,88,5.41,647.915,1,2020,Tipo Neptuno
HD 158259 e,88,6.08,647.915,1,2020,Tipo Neptuno
HD 158259 f,88,6.14,647.915,1,2020,Tipo Neptuno
HD 160691 d,51,105.547,5.12,1,2004,Tipo Neptuno
HD 16417 b,83,22.1,5.78,1,2008,Tipo Neptuno
HD 164595 b,92,16.14,708.597,1,2015,Tipo Neptuno
HD 164922 c,72,13,701.227,1,2016,Tipo Neptuno
HD 164922 e,72,1.052,701.227,1,2021,Tipo Neptuno
HD 168009 b,76,953.485,6.295,1,2021,Tipo Neptuno
HD 175607 b,132,8.98,8.6,1,2015,Tipo Neptuno
HD 176986 b,91,5.74,8.42,1,2017,Tipo Neptuno
HD 176986 c,91,9.18,8.42,1,2017,Tipo Neptuno
HD 177565 b,55,15.1,6.15,1,2017,Tipo Neptuno
HD 179079 b,227,2.574,7.95,1,2008,Tipo Neptuno
HD 180617 b,19,12.214,9.12,1,2018,Tipo Neptuno
HD 181433 b,88,63.566,8.4,1,2008,Tipo Neptuno
HD 183579 b,187,19.7,8.67,1,2021,Tipo Neptuno
HD 190007 b,41,16.46,7.46,1,2020,Tipo Neptuno
HD 190360 c,52,19.069,5.738,1,2005,Tipo Neptuno
HD 191939 b,175,11.6,8.97,1,2020,Tipo Neptuno
HD 191939 c,175,10.5,8.97,1,2020,Tipo Neptuno
HD 191939 d,175,10.1,8.97,1,2020,Tipo Neptuno
HD 192310 b,29,16.9,5.73,1,2011,Tipo Neptuno
HD 192310 c,29,24,5.73,1,2011,Tipo Neptuno
HD 20003 b,136,11.66,8.39,1,2019,Tipo Neptuno
HD 20003 c,136,14.44,8.39,1,2019,Tipo Neptuno
HD 204313 c,156,17.6,7.99,1,2015,Tipo Neptuno
HD 206255 b,245,34.2,7.62,1,2019,Tipo Neptuno
HD 20781 c,117,5.33,8.48,1,2019,Tipo Neptuno
HD 20781 d,117,10.61,8.48,1,2019,Tipo Neptuno
HD 20781 e,117,14.03,8.48,1,2019,Tipo Neptuno
HD 211970 b,43,13,10.24,1,2019,Tipo Neptuno
HD 213885 c,157,19.95,7.95,1,2019,Tipo Neptuno
HD 215497 b,132,63.566,8.96,1,2009,Tipo Neptuno
HD 216520 b,64,10.26,7.53,1,2020,Tipo Neptuno
HD 216520 c,64,9.44,7.53,1,2020,Tipo Neptuno
HD 21693 b,108,8.23,7.95,1,2019,Tipo Neptuno
HD 21693 c,108,17.37,7.95,1,2019,Tipo Neptuno
HD 219134 g,21,1.080,556.911,1,2015,Tipo Neptuno
HD 219666 b,307,16.6,9.809,1,2018,Tipo Neptuno
HD 219828 b,238,2.097,8.04,1,2007,Tipo Neptuno
HD 238090 b,50,6.89,9.71,1,2020,Tipo Neptuno
HD 24085 b,179,11.8,7.57,1,2019,Tipo Neptuno
HD 26965 b,16,8.47,442.018,1,2018,Tipo Neptuno
HD 285968 b,31,8.4,9.95,1,2008,Tipo Neptuno
HD 31527 b,125,10.47,7.49,1,2019,Tipo Neptuno
HD 31527 c,125,14.16,7.49,1,2019,Tipo Neptuno
HD 31527 d,125,11.82,7.49,1,2019,Tipo Neptuno
HD 3167 c,154,9.8,8.97,1,2016,Tipo Neptuno
HD 3167 d,154,6.9,8.97,1,2017,Tipo Neptuno
HD 34445 d,150,30.7,7.31,1,2017,Tipo Neptuno
HD 34445 e,150,16.8,7.31,1,2017,Tipo Neptuno
HD 34445 f,150,37.9,7.31,1,2017,Tipo Neptuno
